ID,Problem Name,Likes,Dislikes,"Like
Ratio",Topics,Difficulty,Accepted,Submissions,"Accept
Rate"
3515,Shortest Path in a Weighted Tree,53,2,96.40%,"Array, Tree, Depth-First Search, Binary Indexed Tree, Segment Tree",Hard,5006,13822,36.20%
3536,Maximum Product of Two Digits,53,1,98.10%,"Math, Sorting",Easy,39127,56315,69.50%
3615,Longest Palindromic Path in Graph,53,5,91.40%,"String, Dynamic Programming, Bit Manipulation, Graph, Bitmask",Hard,5511,29147,18.90%
3675,Minimum Operations to Transform String,53,4,93.00%,,Medium,34625,58362,59.30%
3505,Minimum Operations to Make Elements Within K Subarrays Equal,52,2,96.30%,"Array, Hash Table, Math, Dynamic Programming, Sliding Window, Heap (Priority Queue)",Hard,3595,13260,27.10%
3550,Smallest Index With Digit Sum Equal to Index,52,2,96.30%,"Array, Math",Easy,45189,56435,80.10%
3646,Next Special Palindrome Number,52,4,92.90%,Backtracking,Hard,4702,18009,26.10%
3651,Minimum Cost Path with Teleportations,52,4,92.90%,,Hard,3792,21217,17.90%
2701,Consecutive Transactions with Increasing Amounts,51,6,89.50%,Database,Hard,4914,14159,34.70%
3509,Maximum Product of Subsequences With an Alternating Sum Equal to K,51,5,91.10%,"Array, Hash Table, Dynamic Programming",Hard,4542,39947,11.40%
3512,Minimum Operations to Make Array Sum Divisible by K,51,10,83.60%,"Array, Math",Easy,43836,49868,87.90%
3556,Sum of Largest Prime Substrings,51,9,85.00%,"Hash Table, Math, String, Sorting, Number Theory",Medium,22911,61323,37.40%
3558,Number of Ways to Assign Edge Weights I,51,6,89.50%,"Math, Tree, Depth-First Search",Medium,12380,23097,53.60%
3560,Find Minimum Log Transportation Cost,51,16,76.10%,Math,Easy,33033,79368,41.60%
3612,Process String with Special Operations I,51,8,86.40%,"String, Simulation",Medium,45438,70083,64.80%
1500,Design a File Sharing System,50,126,28.40%,"Hash Table, Design, Sorting, Heap (Priority Queue), Data Stream",Medium,5837,13932,41.90%
2403,Minimum Time to Kill All Monsters,50,5,90.90%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",Hard,1740,3072,56.60%
2604,Minimum Time to Eat All Grains,50,4,92.60%,"Array, Two Pointers, Binary Search, Sorting",Hard,1963,4928,39.80%
3348,Smallest Divisible Digit Product II,50,17,74.60%,"Math, String, Backtracking, Greedy, Number Theory",Hard,3461,30275,11.40%
3530,Maximum Profit from Valid Topological Order in DAG,50,3,94.30%,"Array, Dynamic Programming, Bit Manipulation, Graph, Topological Sort, Bitmask",Hard,4584,16335,28.10%
3619,Count Islands With Total Value Divisible by K,50,1,98.00%,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",Medium,25049,44966,55.70%
3668,Restore Finishing Order,50,3,94.30%,,Easy,45406,50863,89.30%
2702,Minimum Operations to Make Numbers Non-positive,49,4,92.50%,"Array, Binary Search",Hard,5258,12348,42.60%
3481,Apply Substitutions,49,5,90.70%,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort",Medium,10494,13542,77.50%
3519,Count Numbers with Non-Decreasing Digits ,49,3,94.20%,"Math, String, Dynamic Programming",Hard,5494,15229,36.10%
3521,Find Product Recommendation Pairs,49,3,94.20%,Database,Medium,6942,11075,62.70%
3559,Number of Ways to Assign Edge Weights II,49,1,98.00%,"Array, Math, Dynamic Programming, Tree, Depth-First Search",Hard,5978,9940,60.10%
3591,Check if Any Element Has Prime Frequency,49,1,98.00%,"Array, Hash Table, Math, Counting, Number Theory",Easy,44201,70828,62.40%
1794,Count Pairs of Equal Substrings With Minimum Difference,48,62,43.60%,"Hash Table, String, Greedy",Medium,2357,3678,64.10%
2199,Finding the Topic of Each Post,48,15,76.20%,Database,Hard,4930,9863,50.00%
2339,All the Matches of the League,48,4,92.30%,Database,Easy,10594,11972,88.50%
3063,Linked List Frequency,48,21,69.60%,"Hash Table, Linked List, Counting",Easy,13695,16027,85.40%
3609,Minimum Moves to Reach Target in Grid,48,3,94.10%,Math,Hard,4427,32209,13.70%
3621,Number of Integers With Popcount-Depth Equal to K I,48,3,94.10%,"Math, Dynamic Programming, Combinatorics",Hard,3797,18841,20.20%
3449,Maximize the Minimum Game Score,47,6,88.70%,"Array, Binary Search, Greedy",Hard,3556,14147,25.10%
3547,Maximum Sum of Edge Values in a Graph,47,29,61.80%,"Math, Greedy, Graph",Hard,5756,16804,34.30%
3563,Lexicographically Smallest String After Adjacent Removals,47,4,92.20%,"String, Dynamic Programming",Hard,3292,21652,15.20%
1118,Number of Days in a Month,46,180,20.40%,Math,Easy,9422,15914,59.20%
2590,Design a Todo List,46,15,75.40%,"Array, Hash Table, String, Design, Sorting",Medium,3611,6104,59.20%
3436,Find Valid Emails,46,6,88.50%,Database,Easy,15968,32564,49.00%
3527,Find the Most Common Response,46,7,86.80%,"Array, Hash Table, String, Counting",Medium,32679,43584,75.00%
3553,Minimum Weighted Subgraph With the Required Paths II,46,4,92.00%,"Array, Tree, Depth-First Search",Hard,3957,8070,49.00%
3567,Minimum Absolute Difference in Sliding Submatrix,46,2,95.80%,"Array, Sorting, Matrix",Medium,19008,27653,68.70%
3618,Split Array by Prime Indices,46,3,93.90%,"Array, Math, Number Theory",Medium,34316,70039,49.00%
3643,Flip Square Submatrix Vertically,46,1,97.90%,"Array, Two Pointers, Matrix",Easy,39292,59237,66.30%
3648,Minimum Sensors to Cover Grid,46,6,88.50%,,Medium,27271,39839,68.50%
3650,Minimum Cost Path with Edge Reversals,46,1,97.90%,,Medium,13015,28209,46.10%
2175,The Change in Global Rankings,45,19,70.30%,Database,Medium,8238,13545,60.80%
3490,Count Beautiful Numbers,45,2,95.70%,Dynamic Programming,Hard,4380,20382,21.50%
3513,Number of Unique XOR Triplets I,45,11,80.40%,"Array, Math, Bit Manipulation",Medium,14890,58397,25.50%
2052,Minimum Cost to Separate Sentence Into Rows,44,14,75.90%,"Array, Dynamic Programming",Medium,2341,4609,50.80%
2436,Minimum Split Into Subarrays With GCD Greater Than One,44,11,80.00%,"Array, Math, Dynamic Programming, Greedy, Number Theory",Medium,2721,3891,69.90%
2474,Customers With Strictly Increasing Purchases,44,6,88.00%,Database,Hard,5163,10630,48.60%
2674,Split a Circular Linked List,44,6,88.00%,"Linked List, Two Pointers",Medium,2819,3656,77.10%
3484,Design Spreadsheet,44,11,80.00%,"Array, Hash Table, String, Design, Matrix",Medium,22572,33563,67.30%
3575,Maximum Good Subtree Score,44,6,88.00%,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Bitmask",Hard,3996,9032,44.20%
3588,Find Maximum Area of a Triangle,44,10,81.50%,"Array, Hash Table, Math, Greedy, Geometry, Enumeration",Medium,10619,38039,27.90%
3382,Maximum Area Rectangle With Point Constraints II,43,9,82.70%,"Array, Math, Binary Indexed Tree, Segment Tree, Geometry, Sorting",Hard,2361,11479,20.60%
3399,Smallest Substring With Identical Characters II,43,3,93.50%,"String, Binary Search",Hard,6258,15690,39.90%
3510,Minimum Pair Removal to Sort Array II,43,5,89.60%,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set",Hard,3358,23562,14.30%
3522,Calculate Score After Performing Instructions,43,7,86.00%,"Array, Hash Table, String, Simulation",Medium,37572,66842,56.20%
2548,Maximum Price to Fill a Bag,42,9,82.40%,"Array, Greedy, Sorting",Medium,1793,2809,63.80%
2557,Maximum Number of Integers to Choose From a Range II,42,26,61.80%,"Array, Binary Search, Greedy, Sorting",Medium,2673,7585,35.20%
3455,Shortest Matching Substring,42,3,93.30%,"Two Pointers, String, Binary Search, String Matching",Hard,5653,25253,22.40%
3574,Maximize Subarray GCD Score,42,4,91.30%,"Array, Math, Enumeration, Number Theory",Hard,5159,22787,22.60%
2010,The Number of Seniors and Juniors to Join the Company II,41,10,80.40%,Database,Hard,6943,10656,65.20%
2689,Extract Kth Character From The Rope Tree,41,24,63.10%,"Tree, Depth-First Search, Binary Tree",Easy,4317,5858,73.70%
3475,DNA Pattern Recognition ,41,5,89.10%,Database,Medium,12074,14148,85.30%
3514,Number of Unique XOR Triplets II,41,9,82.00%,"Array, Math, Bit Manipulation, Enumeration",Medium,12325,40508,30.40%
3533,Concatenated Divisibility,41,6,87.20%,"Array, Dynamic Programming, Bit Manipulation, Bitmask",Hard,4993,18100,27.60%
3602,Hexadecimal and Hexatrigesimal Conversion,41,0,100.00%,"Math, String",Easy,27692,34592,80.10%
3622,Check Divisibility by Digit Sum and Product,41,0,100.00%,Math,Easy,49065,76537,64.10%
3640,Trionic Array II,41,2,95.30%,"Array, Dynamic Programming",Hard,5193,25335,20.50%
1677,Product's Worth Over Invoices,40,135,22.90%,Database,Easy,19573,50939,38.40%
2377,Sort the Olympic Table,40,3,93.00%,Database,Easy,8228,10363,79.40%
3544,Subtree Inversion Sum,40,5,88.90%,"Array, Dynamic Programming, Tree, Depth-First Search",Hard,3253,7704,42.20%
3661,Maximum Walls Destroyed by Robots,40,5,88.90%,,Hard,3472,12605,27.50%
2143,Choose Numbers From Two Arrays in Range,39,5,88.60%,"Array, Dynamic Programming",Hard,1296,2477,52.30%
2372,Calculate the Influence of Each Salesperson,39,4,90.70%,Database,Medium,7384,8809,83.80%
2450,Number of Distinct Binary Strings After Applying Operations,39,9,81.30%,"Math, String",Medium,1297,2036,63.70%
3426,Manhattan Distances of All Arrangements of Pieces,38,10,79.20%,"Math, Combinatorics",Hard,3488,10358,33.70%
3482,Analyze Organization Hierarchy,38,3,92.70%,Database,Hard,4195,7196,58.30%
3548,Equal Sum Grid Partition II,38,14,73.10%,"Array, Hash Table, Matrix, Enumeration, Prefix Sum",Hard,5255,26380,19.90%
3605,Minimum Stability Factor of Array,38,2,95.00%,"Array, Math, Binary Search, Greedy, Segment Tree, Number Theory",Hard,3193,17715,18.00%
2539,Count the Number of Good Subsequences,37,80,31.60%,"Hash Table, Math, String, Combinatorics, Counting",Medium,3714,7530,49.30%
2714,Find Shortest Path with K Hops,37,0,100.00%,"Graph, Heap (Priority Queue), Shortest Path",Hard,2143,3128,68.50%
3441,Minimum Cost Good Caption,37,5,88.10%,"String, Dynamic Programming",Hard,2901,14969,19.40%
3534,Path Existence Queries in a Graph II,37,1,97.40%,"Array, Binary Search, Greedy, Graph, Sorting",Hard,3195,13637,23.40%
3594,Minimum Time to Transport All Individuals,37,4,90.20%,"Array, Dynamic Programming, Bit Manipulation, Graph, Heap (Priority Queue), Shortest Path, Bitmask",Hard,2701,10412,25.90%
3497,Analyze Subscription Conversion ,36,5,87.80%,Database,Medium,11190,14943,74.90%
3674,Minimum Operations to Equalize Array,36,3,92.30%,,Easy,34726,65720,52.80%
2764,Is Array a Preorder of Some ‌Binary Tree,35,5,87.50%,"Stack, Tree, Depth-First Search, Binary Tree",Medium,1667,2516,66.30%
2782,Number of Unique Categories,35,3,92.10%,"Union Find, Interactive, Counting",Medium,3097,3735,82.90%
3464,Maximize the Distance Between Points on a Square,35,7,83.30%,"Array, Binary Search, Greedy",Hard,3161,16119,19.60%
3465,Find Products with Valid Serial Numbers,35,11,76.10%,Database,Easy,11582,30486,38.00%
3528,Unit Conversion I,35,16,68.60%,"Depth-First Search, Breadth-First Search, Graph",Medium,17659,31785,55.60%
3579,Minimum Steps to Convert String with Operations,35,2,94.60%,"String, Dynamic Programming, Greedy",Hard,3586,8735,41.10%
3586,Find COVID Recovery Patients,35,5,87.50%,Database,Medium,4826,11833,40.80%
1516,Move Sub-Tree of N-Ary Tree,34,67,33.70%,"Tree, Depth-First Search",Hard,2542,4234,60.00%
1651,Hopper Company Queries III,34,63,35.10%,Database,Hard,8181,12496,65.50%
1714,Sum Of Special Evenly-Spaced Elements In Array,34,25,57.60%,"Array, Dynamic Programming",Hard,1649,3332,49.50%
2252,Dynamic Pivoting of a Table,34,10,77.30%,Database,Hard,2039,3535,57.70%
2329,Product Sales Analysis V,34,7,82.90%,Database,Easy,9871,13951,70.80%
2362,Generate the Invoice,34,29,54.00%,Database,Hard,5068,6673,75.90%
3032,Count Numbers With Unique Digits II,33,4,89.20%,"Hash Table, Math, Dynamic Programming",Easy,7315,8398,87.10%
3564,Seasonal Sales Analysis,33,3,91.70%,Database,Medium,5877,9556,61.50%
3570,Find Books with No Available Copies,33,9,78.60%,Database,Easy,8304,15403,53.90%
1956,Minimum Time For K Virus Variants to Spread,32,7,82.10%,"Array, Math, Binary Search, Geometry, Enumeration",Hard,1258,2530,49.70%
2479,Maximum XOR of Two Non-Overlapping Subtrees,32,5,86.50%,"Tree, Depth-First Search, Graph, Trie",Hard,873,1729,50.50%
2690,Infinite Method Object,32,8,80.00%,,Easy,1890,2024,93.40%
3062,Winner of the Linked List Game,32,5,86.50%,Linked List,Easy,11193,14346,78.00%
3625,Count Number of Trapezoids II,32,16,66.70%,"Array, Hash Table, Math, Geometry",Hard,3346,26080,12.80%
2205,The Number of Users That Are Eligible for Discount,31,76,29.00%,Database,Easy,7890,15545,50.80%
2394,Employees With Deductions,31,38,44.90%,Database,Medium,6652,15891,41.90%
2464,Minimum Subarrays in a Valid Split,31,7,81.60%,"Array, Math, Dynamic Programming, Number Theory",Medium,1485,2708,54.80%
2504,Concatenate the Name and the Profession,31,4,88.60%,Database,Easy,6352,7973,79.70%
2655,Find Maximal Uncovered Ranges,31,3,91.20%,"Array, Sorting",Medium,2003,4046,49.50%
2964,Number of Divisible Triplet Sums,31,5,86.10%,"Array, Hash Table",Medium,7769,11542,67.30%
3655,XOR After Range Multiplication Queries II,31,3,91.20%,"Array, Divide and Conquer",Hard,3504,15306,22.90%
1999,Smallest Greater Multiple Made of Two Digits,30,10,75.00%,"Math, Enumeration",Medium,2456,5104,48.10%
2346,Compute the Rank as a Percentage,30,78,27.80%,Database,Medium,6814,20046,34.00%
2480,Form a Chemical Bond,30,10,75.00%,Database,Easy,6675,8373,79.70%
2950,Number of Divisible Substrings,30,6,83.30%,"Hash Table, String, Counting, Prefix Sum",Medium,3170,4326,73.30%
3580,Find Consistently Improving Employees,30,0,100.00%,Database,Medium,4815,8463,56.90%
3636,Threshold Majority Queries,30,8,78.90%,"Array, Hash Table, Binary Search, Divide and Conquer, Counting, Prefix Sum",Hard,3767,18801,20.00%
3663,Find The Least Frequent Digit,30,2,93.80%,,Easy,33422,48090,69.50%
3009,Maximum Number of Intersections on the Chart,29,4,87.90%,"Array, Math, Binary Indexed Tree, Geometry",Hard,4237,9391,45.10%
3474,Lexicographically Smallest Generated String,29,8,78.40%,"String, Greedy, String Matching",Hard,4677,15497,30.20%
2020,Number of Accounts That Did Not Stream,28,227,11.00%,Database,Medium,13017,18063,72.10%
2198,Number of Single Divisor Triplets,28,12,70.00%,Math,Medium,1479,2714,54.50%
2417,Closest Fair Integer,28,13,68.30%,"Math, Enumeration",Medium,1349,2992,45.10%
2892,Minimizing Array After Replacing Pairs With Their Product,28,1,96.60%,"Array, Dynamic Programming, Greedy",Medium,1583,3924,40.30%
3624,Number of Integers With Popcount-Depth Equal to K II,28,9,75.70%,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree",Hard,6339,16684,38.00%
2753,Count Houses in a Circular Street II,27,3,90.00%,,Hard,863,1397,61.80%
3525,Find X Value of Array II,27,7,79.40%,"Array, Math, Segment Tree",Hard,2733,9652,28.30%
3642,Find Books with Polarized Opinions,27,3,90.00%,,Easy,2625,5835,45.00%
2688,Find Active Users,26,8,76.50%,Database,Medium,5312,11852,44.80%
2738,Count Occurrences in Text,26,47,35.60%,Database,Medium,9775,17747,55.10%
2820,Election Results,26,3,89.70%,,Medium,3761,5537,67.90%
2854,Rolling Average Steps,26,3,89.70%,Database,Medium,4433,6360,69.70%
3205,Maximum Array Hopping Score I,26,1,96.30%,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",Medium,2194,2820,77.80%
3486,Longest Special Path II,26,6,81.30%,"Array, Hash Table, Tree, Depth-First Search, Prefix Sum",Hard,1709,10830,15.80%
3630,Partition Array for Maximum XOR and AND,26,5,83.90%,"Array, Math, Greedy, Enumeration",Hard,1964,16841,11.70%
3653,XOR After Range Multiplication Queries I,26,8,76.50%,"Array, Divide and Conquer, Simulation",Medium,22894,37093,61.70%
3666,Minimum Operations to Equalize Binary String,26,5,83.90%,,Hard,2226,12864,17.30%
1990,Count the Number of Experiments,25,200,11.10%,Database,Medium,9126,18702,48.80%
2524,Maximum Frequency Score of a Subarray,25,7,78.10%,"Array, Hash Table, Math, Stack, Sliding Window",Hard,1492,4198,35.50%
2796,Repeat String,25,2,92.60%,,Easy,3492,3746,93.20%
2814,Minimum Time Takes to Reach Destination Without Drowning,25,0,100.00%,"Array, Breadth-First Search, Matrix",Hard,1447,2717,53.30%
2927,Distribute Candies Among Children III,25,6,80.60%,"Math, Combinatorics",Hard,2882,5022,57.40%
3435,Frequencies of Shortest Supersequences,25,8,75.80%,"Array, String, Bit Manipulation, Graph, Topological Sort, Enumeration",Hard,1958,11655,16.80%
3470,Permutations IV,25,2,92.60%,"Array, Math, Combinatorics, Enumeration",Hard,3277,10907,30.00%
3626,Find Stores with Inventory Imbalance,25,3,89.30%,,Medium,2523,4841,52.10%
2118,Build the Equation,24,38,38.70%,Database,Hard,3476,6136,56.60%
2230,The Users That Are Eligible for Discount,24,45,34.80%,Database,Easy,6952,13699,50.70%
3173,Bitwise OR of Adjacent Elements,24,2,92.30%,"Array, Bit Manipulation",Easy,5615,5917,94.90%
3395,Subsequences with a Unique Middle Mode I,24,23,51.10%,"Array, Hash Table, Math, Combinatorics",Hard,2139,11870,18.00%
3451,Find Invalid IP Addresses,24,7,77.40%,Database,Hard,6456,12021,53.70%
2687,Bikes Last Time Used ,23,3,88.50%,Database,Easy,5691,7053,80.70%
2792,Count Nodes That Are Great Enough,23,0,100.00%,"Divide and Conquer, Tree, Depth-First Search, Binary Tree",Hard,1235,2228,55.40%
2898,Maximum Linear Stock Score,23,4,85.20%,"Array, Hash Table",Medium,1183,1967,60.10%
2936,Number of Equal Numbers Blocks,23,8,74.20%,"Array, Binary Search, Interactive",Medium,2230,3601,61.90%
3004,Maximum Subtree of the Same Color,23,0,100.00%,"Array, Dynamic Programming, Tree, Depth-First Search",Medium,2036,3531,57.70%
3454,Separate Squares II,23,6,79.30%,"Array, Binary Search, Segment Tree, Line Sweep",Hard,2554,12667,20.20%
3554,Find Category Recommendation Pairs,23,3,88.50%,Database,Hard,4167,6410,65.00%
3590,Kth Smallest Path XOR Sum,23,9,71.90%,"Array, Tree, Depth-First Search, Ordered Set",Hard,2196,8007,27.40%
3601,Find Drivers with Improved Fuel Efficiency,23,4,85.20%,Database,Medium,3507,7157,49.00%
3611,Find Overbooked Employees,23,6,79.30%,Database,Medium,3396,7818,43.40%
3617,Find Students with Study Spiral Pattern,23,3,88.50%,,Hard,1049,3775,27.80%
3671,Sum of Beautiful Subsequences,23,3,88.50%,,Hard,1788,10508,17.00%
2774,Array Upper Bound,22,2,91.70%,,Easy,2066,2513,82.20%
2893,Calculate Orders Within Each Interval,22,3,88.00%,Database,Medium,3653,5399,67.70%
2979,Most Expensive Item That Can Not Be Bought,22,27,44.90%,"Math, Dynamic Programming, Number Theory",Medium,6094,7596,80.20%
3501,Maximize Active Section with Trade II,22,8,73.30%,"Array, String, Binary Search, Segment Tree",Hard,1193,6604,18.10%
